report_date,asset,amount_krw,buy_asset_date,buy_fx_date,buy_price_krw,units,final_price_krw,final_value_krw,profit_krw,return
2020-11-06,cash,550000,,,,,,634576,84576,0.1537736662906377
2020-11-06,gold,250000,2020-11-06,2020-11-06,2186286.3547,0.11434915625686676,6776119.35,774844,524844,2.0993741214733133
2020-11-06,silver,150000,2020-11-06,2020-11-06,28749.1659,5.217542677080775,116177.094,606159,456159,3.041059642028281
2020-11-06,equity,550000,2020-11-06,2020-11-06,363867.9174,1.5115374937545867,1129112.5774,1706696,1156696,2.103083628014518
2020-12-06,cash,550000,,,,,,634233,84233,0.153150008575208
2020-12-06,gold,250000,2020-12-04,2020-12-04,1986168.4414,0.12587049254605334,6776119.35,852913,602913,2.4116539205413714
2020-12-06,silver,100000,2020-12-04,2020-12-04,26184.0146,3.819124055500799,116177.094,443695,343695,3.4369473458390436
2020-12-06,equity,600000,2020-12-04,2020-12-04,370906.2703,1.617659360480938,1129112.5774,1826520,1226520,2.044199216442891
2021-01-06,cash,550000,,,,,,633877,83877,0.15250277988879546
2021-01-06,gold,250000,2021-01-06,2021-01-06,2070340.4255,0.12075308819747722,6776119.35,818237,568237,2.2729493500287283
2021-01-06,silver,150000,2021-01-06,2021-01-06,29284.8554,5.122101445427037,116177.094,595071,445071,2.9671390757211586
2021-01-06,equity,550000,2021-01-06,2021-01-06,377556.0832,1.4567372224323742,1129112.5774,1644820,1094820,1.99058239966039
2021-02-06,cash,550000,,,,,,633507,83507,0.15183177974535012
2021-02-06,gold,250000,2021-02-05,2021-02-05,2034908.3574,0.12285565543366166,6776119.35,832485,582485,2.3299383361638695
2021-02-06,silver,150000,2021-02-05,2021-02-05,30355.6317,4.941422445995951,116177.094,574080,424080,2.827200668322922
2021-02-06,equity,550000,2021-02-05,2021-02-05,405579.6733,1.356083739415962,1129112.5774,1531171,981171,1.783947647600725
2021-03-06,cash,550000,,,,,,633152,83152,0.15118614539038333
2021-03-06,gold,250000,2021-03-05,2021-03-05,1909995.3,0.13089037444228266,6776119.35,886929,636929,2.547715195948388
2021-03-06,silver,150000,2021-03-05,2021-03-05,28410.3364,5.279768525277085,116177.094,613388,463388,3.089254430149837
2021-03-06,equity,550000,2021-03-05,2021-03-05,401722.3546,1.3691047903055549,1129112.5774,1545873,995873,1.810678979110521
2021-04-06,cash,500000,,,,,,575229,75229,0.15045738782282703
2021-04-06,gold,300000,2021-04-06,2021-04-06,1945464.48,0.15420482002323685,6776119.35,1044910,744910,2.483034216075742
2021-04-06,silver,150000,2021-04-06,2021-04-06,28164.8293,5.325791194831403,116177.094,618735,468735,3.124899630211414
2021-04-06,equity,550000,2021-04-06,2021-04-06,423733.8981,1.297984424858203,1129112.5774,1465571,915571,1.6646737079545293
2021-05-06,cash,500000,,,,,,574885,74885,0.1497698285657343
2021-05-06,gold,300000,2021-05-06,2021-05-06,2036882.07,0.147283931857675,6776119.35,998014,698014,2.32671166868291
2021-05-06,silver,150000,2021-05-06,2021-05-06,30810.7162,4.868436008441102,116177.094,565601,415601,2.770671653521774
2021-05-06,equity,550000,2021-05-06,2021-05-06,439132.0341,1.2524706859591732,1129112.5774,1414180,864180,1.5712370987993758
2021-06-06,cash,550000,,,,,,632011,82011,0.1491113623492284
2021-06-06,gold,300000,2021-06-04,2021-06-04,2101514.3483,0.14275420019992685,6776119.35,967319,667319,2.2243983275616603
2021-06-06,silver,150000,2021-06-04,2021-06-04,31002.284,4.83835319261242,116177.094,562106,412106,2.7473720926963567
2021-06-06,equity,500000,2021-06-04,2021-06-04,438919.5442,1.139160938838386,1129112.5774,1286241,786241,1.5724818874474238
2021-07-06,cash,500000,,,,,,574243,74243,0.14848553661493558
2021-07-06,gold,400000,2021-07-06,2021-07-06,2039514.395,0.19612511732235163,6776119.35,1328967,928967,2.3224180062725175
2021-07-06,silver,150000,2021-07-06,2021-07-06,29741.5434,5.0434504322558595,116177.094,585933,435933,2.9062227680258066
2021-07-06,equity,450000,2021-07-06,2021-07-06,461318.0596,0.9754658215166389,1129112.5774,1101411,651411,1.4475793953266098
2021-08-06,cash,500000,,,,,,573901,73901,0.14780251225391905
2021-08-06,gold,350000,2021-08-06,2021-08-06,2016731.2,0.17354816546696955,6776119.35,1175983,825983,2.359951663364954
2021-08-06,silver,150000,2021-08-06,2021-08-06,27858.3918,5.3843739911716835,116177.094,625541,475541,3.1702728238122617
2021-08-06,equity,500000,2021-08-06,2021-08-06,475112.3285,1.0523827104220782,1129112.5774,1188259,688259,1.376517109148966
2021-09-06,cash,500000,,,,,,573511,73511,0.14702228876065626
2021-09-06,gold,350000,2021-09-03,2021-09-03,2115495.1242,0.1654459024720609,6776119.35,1121081,771081,2.2030890889118417
2021-09-06,silver,150000,2021-09-03,2021-09-03,28611.0043,5.242738023382858,116177.094,609086,459086,3.06057378947465
2021-09-06,equity,500000,2021-09-03,2021-09-03,490545.9872,1.0192724292813853,1129112.5774,1150873,650873,1.3017466393946404
2021-10-06,cash,500000,,,,,,573044,73044,0.14608771213991578
2021-10-06,gold,400000,2021-10-06,2021-10-06,2099572.3,0.19051499202956718,6776119.35,1290952,890952,2.2273808098916144
2021-10-06,silver,150000,2021-10-06,2021-10-06,26840.6562,5.5885369857457325,116177.094,649260,499260,3.3283999132930973
2021-10-06,equity,450000,2021-10-06,2021-10-06,487563.0718,0.9229575126869649,1129112.5774,1042123,592123,1.3158287466210115
2021-11-06,cash,500000,,,,,,572514,72514,0.14502860468308576
2021-11-06,gold,400000,2021-11-05,2021-11-05,2149309.8209,0.18610625425543004,6776119.35,1261078,861078,2.152695476540598
2021-11-06,silver,150000,2021-11-05,2021-11-05,28578.5791,5.2486864254496135,116177.094,609777,459777,3.0651809099170206
2021-11-06,equity,450000,2021-11-05,2021-11-05,521160.5239,0.8634575708838559,1129112.5774,974941,524941,1.1665351185223893
2021-12-06,cash,550000,,,,,,629155,79155,0.1439189284538922
2021-12-06,gold,350000,2021-12-06,2021-12-06,2101520.475,0.1665460813556908,6776119.35,1128536,778536,2.224388927259916
2021-12-06,silver,150000,2021-12-06,2021-12-06,26279.9429,5.707774963518751,116177.094,663113,513113,3.420751391680084
2021-12-06,equity,450000,2021-12-06,2021-12-06,509899.4008,0.8825270225377452,1129112.5774,996472,546472,1.2143830245368394
2022-01-06,cash,500000,,,,,,571337,71337,0.14267495190509893
2022-01-06,gold,400000,2022-01-06,2022-01-06,2155419.2152,0.1855787482947243,6776119.35,1257504,857504,2.1437593681716516
2022-01-06,silver,150000,2022-01-06,2022-01-06,26720.1132,5.613748667548377,116177.094,652189,502189,3.347926712812698
2022-01-06,equity,450000,2022-01-06,2022-01-06,531929.5427,0.8459767016144323,1129112.5774,955203,505203,1.1226731866202377
2022-02-06,cash,550000,,,,,,627725,77725,0.14131909070201698
2022-02-06,gold,400000,2022-02-04,2022-02-04,2166890.2087,0.1845963392103883,6776119.35,1250847,850847,2.1271170651566895
2022-02-06,silver,150000,2022-02-04,2022-02-04,26957.1897,5.564378246669009,116177.094,646453,496453,3.309688632614151
2022-02-06,equity,400000,2022-02-04,2022-02-04,507692.4595,0.7878785522810282,1129112.5774,889604,489604,1.2240089571079342
2022-03-06,cash,550000,,,,,,627009,77009,0.1400162884929479
2022-03-06,gold,450000,2022-03-04,2022-03-04,2385061.4914,0.1886743807774182,6776119.35,1278480,828480,1.8410669387447363
2022-03-06,silver,200000,2022-03-04,2022-03-04,31291.8707,6.391436350667999,116177.094,742539,542539,2.712692510125458
2022-03-06,equity,300000,2022-03-04,2022-03-04,494810.8028,0.6062923410437268,1129112.5774,684572,384572,1.2819076928432094
2022-04-06,cash,550000,,,,,,626205,76205,0.13855413695863428
2022-04-06,gold,450000,2022-04-06,2022-04-06,2326155.9496,0.1934522060211604,6776119.35,1310855,860855,1.913011636711492
2022-04-06,silver,200000,2022-04-06,2022-04-06,29652.9102,6.744700568604519,116177.094,783580,583580,2.9178985614837205
2022-04-06,equity,300000,2022-04-06,2022-04-06,512338.861,0.585549960812364,1129112.5774,661152,361152,1.2038394181618175
2022-05-06,cash,550000,,,,,,625357,75357,0.13701298533421413
2022-05-06,gold,450000,2022-05-06,2022-05-06,2393977.4339,0.18797169665630306,6776119.35,1273719,823719,1.8304858910335677
2022-05-06,silver,200000,2022-05-06,2022-05-06,28410.3495,7.03968813213102,116177.094,817851,617851,3.089252551040471
2022-05-06,equity,300000,2022-05-06,2022-05-06,495339.3375,0.605645417821592,1129112.5774,683842,383842,1.2794728623541305
2022-06-06,cash,550000,,,,,,624407,74407,0.13528635698558045
2022-06-06,gold,450000,2022-06-06,2022-06-06,2305473.9228,0.19518763389648192,6776119.35,1322615,872615,1.939143784281482
2022-06-06,silver,200000,2022-06-06,2022-06-06,27670.1997,7.227992639097727,116177.094,839727,639727,3.1986359031198655
2022-06-06,equity,300000,2022-06-06,2022-06-06,488454.1822,0.6141824780227493,1129112.5774,693481,393481,1.3116038691779184
2022-07-06,cash,550000,,,,,,623362,73362,0.13338537997427125
2022-07-06,gold,450000,2022-07-06,2022-07-06,2267687.8219,0.19844001262072217,6776119.35,1344653,894653,1.988118242963377
2022-07-06,silver,200000,2022-07-06,2022-07-06,24946.0023,8.017316665341163,116177.094,931429,731429,3.6571427612832563
2022-07-06,equity,300000,2022-07-06,2022-07-06,476079.7819,0.6301464825407699,1129112.5774,711506,411506,1.3716877301344068
2022-08-06,cash,550000,,,,,,622071,72071,0.13103795531930706
2022-08-06,gold,450000,2022-08-05,2022-08-05,2301614.2697,0.19551495049588236,6776119.35,1324833,874833,1.9440725317098675
2022-08-06,silver,200000,2022-08-05,2022-08-05,25729.4225,7.773202061714441,116177.094,903068,703068,3.5153401349608577
2022-08-06,equity,300000,2022-08-05,2022-08-05,510130.2956,0.5880850492465138,1129112.5774,664014,364014,1.2133807522812057
2022-09-06,cash,550000,,,,,,620601,70601,0.12836460526824522
2022-09-06,gold,450000,2022-09-06,2022-09-06,2344766.6137,0.19191675511639814,6776119.35,1300451,850451,1.8898907509631928
2022-09-06,silver,200000,2022-09-06,2022-09-06,24538.4154,8.150485559271143,116177.094,946900,746900,3.734498636856336
2022-09-06,equity,300000,2022-09-06,2022-09-06,512091.3546,0.5858329716107266,1129112.5774,661471,361471,1.2049045883350535
2022-10-06,cash,600000,,,,,,675310,75310,0.12551615047760545
2022-10-06,gold,500000,2022-10-06,2022-10-06,2400368.1925,0.20830137707901075,6776119.35,1411475,911475,1.8229499837134626
2022-10-06,silver,150000,2022-10-06,2022-10-06,28880.9854,5.193728606885338,116177.094,603392,453392,3.0226153122095827
2022-10-06,equity,250000,2022-10-06,2022-10-06,499414.3147,0.5005863721646017,1129112.5774,565218,315218,1.260873475541716
2022-11-06,cash,600000,,,,,,673208,73208,0.12201325379762107
2022-11-06,gold,500000,2022-11-04,2022-11-04,2381623.275,0.20994084381376396,6776119.35,1422584,922584,1.8451684282435474
2022-11-06,silver,150000,2022-11-04,2022-11-04,29604.7534,5.066753907878995,116177.094,588641,438641,2.9242716352201876
2022-11-06,equity,250000,2022-11-04,2022-11-04,511408.5302,0.48884597192756557,1129112.5774,551962,301962,1.207848541256388
2022-12-06,cash,550000,,,,,,615124,65124,0.11840655275370904
2022-12-06,gold,450000,2022-12-06,2022-12-06,2334255.2474,0.19278097393054341,6776119.35,1306307,856307,1.9029041950280017
2022-12-06,silver,200000,2022-12-06,2022-12-06,29187.0941,6.852343695742313,116177.094,796085,596085,2.98042689001025
2022-12-06,equity,300000,2022-12-06,2022-12-06,495820.8392,0.6050572632132396,1129112.5774,683178,383178,1.2772592198016448
2023-01-06,cash,550000,,,,,,613086,63086,0.11470138045781941
2023-01-06,gold,400000,2023-01-06,2023-01-06,2364047.8841,0.16920131046995884,6776119.35,1146528,746528,1.866320684802114
2023-01-06,silver,200000,2023-01-06,2023-01-06,30209.3935,6.620457309398536,116177.094,769145,569145,2.845727457434563
2023-01-06,equity,350000,2023-01-06,2023-01-06,471784.7244,0.7418637821928736,1129112.5774,837648,487648,1.3932792205443705
2023-02-06,cash,550000,,,,,,611169,61169,0.11121716938024218
2023-02-06,gold,450000,2023-02-06,2023-02-06,2337620.7208,0.1925034270909428,6776119.35,1304426,854426,1.8987248827827816
2023-02-06,silver,200000,2023-02-06,2023-02-06,27779.132,7.199648995626,116177.094,836434,636434,3.182171492453217
2023-02-06,equity,300000,2023-02-06,2023-02-06,492128.4428,0.6095969545698878,1129112.5774,688304,388304,1.2943452951626435
2023-03-06,cash,550000,,,,,,609542,59542,0.10825889791132437
2023-03-06,gold,450000,2023-03-06,2023-03-06,2395137.1376,0.18788068245755596,6776119.35,1273102,823102,1.8291153953152235
2023-03-06,silver,200000,2023-03-06,2023-03-06,27198.2008,7.353427586537543,116177.094,854300,654300,3.271499241549124
2023-03-06,equity,300000,2023-03-06,2023-03-06,502570.5718,0.5969310915812267,1129112.5774,674002,374002,1.2466746778156246
2023-04-06,cash,550000,,,,,,607718,57718,0.10494194171970705
2023-04-06,gold,400000,2023-04-06,2023-04-06,2653897.3222,0.15072173164096658,6776119.35,1021308,621308,1.5532711055946522
2023-04-06,silver,200000,2023-04-06,2023-04-06,33010.477,6.058682521290677,116177.094,703880,503880,2.5194006454703985
2023-04-06,equity,350000,2023-04-06,2023-04-06,519416.719,0.6738327573851598,1129112.5774,760833,410833,1.1738086897909095
2023-05-06,cash,550000,,,,,,605991,55991,0.10180171280541028
2023-05-06,gold,450000,2023-05-05,2023-05-05,2659699.8442,0.16919202404869527,6776119.35,1146465,696465,1.5477007733822874
2023-05-06,silver,200000,2023-05-05,2023-05-05,33939.0564,5.892915753440945,116177.094,684622,484622,2.4231091385763204
2023-05-06,equity,300000,2023-05-05,2023-05-05,523497.4846,0.5730686561048489,1129112.5774,647059,347059,1.1568634244031486
2023-06-06,cash,550000,,,,,,604145,54145,0.09844512649883086
2023-06-06,gold,400000,2023-06-06,2023-06-06,2551081.415,0.15679625026784963,6776119.35,1062470,662470,1.6561752636185463
2023-06-06,silver,200000,2023-06-06,2023-06-06,30597.401,6.536502877770207,116177.094,759392,559392,2.7969595479386387
2023-06-06,equity,350000,2023-06-06,2023-06-06,534611.9326,0.654680486328343,1129112.5774,739208,389208,1.1120227751166216
2023-07-06,cash,600000,,,,,,657076,57076,0.09512646797377511
2023-07-06,gold,400000,2023-07-06,2023-07-06,2482932.3315,0.16109983946330939,6776119.35,1091632,691632,1.7290793486730607
2023-07-06,silver,200000,2023-07-06,2023-07-06,29511.0842,6.777114620229983,116177.094,787345,587345,2.9367274131048595
2023-07-06,equity,300000,2023-07-06,2023-07-06,552417.7351,0.5430672857470394,1129112.5774,613184,313184,1.0439470090358198
2023-08-06,cash,600000,,,,,,655029,55029,0.0917149294184012
2023-08-06,gold,400000,2023-08-04,2023-08-04,2539886.772,0.1574873354217661,6776119.35,1067153,667153,1.6678824523284241
2023-08-06,silver,200000,2023-08-04,2023-08-04,30926.2261,6.467003100300113,116177.094,751318,551318,2.75658813702071
2023-08-06,equity,300000,2023-08-04,2023-08-04,565130.095,0.5308512193019519,1129112.5774,599391,299391,0.9979692948041987
2023-09-06,cash,550000,,,,,,598589,48589,0.08834276531827512
2023-09-06,gold,450000,2023-09-06,2023-09-06,2552741.7145,0.1762810539908932,6776119.35,1194501,744501,1.654447691080191
2023-09-06,silver,200000,2023-09-06,2023-09-06,30884.1684,6.475809790029328,116177.094,752341,552341,2.761703815125404
2023-09-06,equity,300000,2023-09-06,2023-09-06,573598.5528,0.5230138718342646,1129112.5774,590542,290542,0.968471802806834
2023-10-06,cash,550000,,,,,,596771,46771,0.08503744042070815
2023-10-06,gold,450000,2023-10-06,2023-10-06,2471081.0681,0.18210653054405304,6776119.35,1233976,783976,1.7421679675131636
2023-10-06,silver,200000,2023-10-06,2023-10-06,29082.663,6.876949327220186,116177.094,798944,598944,2.994719943822052
2023-10-06,equity,300000,2023-10-06,2023-10-06,562140.2387,0.5336746586937529,1129112.5774,602579,302579,1.0085958979002165
2023-11-06,cash,550000,,,,,,594873,44873,0.08158680231221549
2023-11-06,gold,400000,2023-11-06,2023-11-06,2571997.8723,0.15552112398927972,6776119.35,1053830,653830,1.6345742439937685
2023-11-06,silver,200000,2023-11-06,2023-11-06,30046.0133,6.65645715291645,116177.094,773328,573328,2.8666392434653636
2023-11-06,equity,350000,2023-11-06,2023-11-06,548131.5727,0.6385328221477731,1129112.5774,720975,370975,1.059929830196931
2023-12-06,cash,550000,,,,,,593038,43038,0.07825076480191706
2023-12-06,gold,350000,2023-12-06,2023-12-06,2666107.415,0.13127753144184554,6776119.35,889552,539552,1.5415777743523513
2023-12-06,silver,200000,2023-12-06,2023-12-06,31366.9736,6.376133146127311,116177.094,740761,540761,2.7038031009595214
2023-12-06,equity,400000,2023-12-06,2023-12-06,578774.7524,0.691115150318261,1129112.5774,780347,380347,0.9508670216378223
2024-01-06,cash,550000,,,,,,591155,41155,0.07482710346456978
2024-01-06,gold,350000,2024-01-05,2024-01-05,2687022.3201,0.13025570996537822,6776119.35,882628,532628,1.5217949621268203
2024-01-06,silver,200000,2024-01-05,2024-01-05,30419.7653,6.574672685208284,116177.094,763826,563826,2.819131834481627
2024-01-06,equity,400000,2024-01-05,2024-01-05,599117.4408,0.6676487326036394,1129112.5774,753851,353851,0.8846264531676462
2024-02-06,cash,550000,,,,,,589318,39318,0.07148757394806271
2024-02-06,gold,350000,2024-02-06,2024-02-06,2699435.635,0.129656731007776,6776119.35,878569,528569,1.5101985252558165
2024-02-06,silver,200000,2024-02-06,2024-02-06,29711.7037,6.731354144330585,116177.094,782029,582029,2.9101458175432118
2024-02-06,equity,400000,2024-02-06,2024-02-06,637873.482,0.6270836008742506,1129112.5774,708048,308048,0.7701199520689281
2024-03-06,cash,550000,,,,,,587627,37627,0.06841286133588098
2024-03-06,gold,350000,2024-03-06,2024-03-06,2868478.7621,0.12201589379708215,6776119.35,826794,476794,1.362269311331295
2024-03-06,silver,200000,2024-03-06,2024-03-06,32378.6044,6.176918479075639,116177.094,717616,517616,2.5880821954086777
2024-03-06,equity,400000,2024-03-06,2024-03-06,661789.1903,0.6044220816000867,1129112.5774,682461,282461,0.7061514359803753
2024-04-06,cash,550000,,,,,,585847,35847,0.06517600897973552
2024-04-06,gold,400000,2024-04-05,2024-04-05,3145695.24,0.1271578997606863,6776119.35,861637,461637,1.1540927626843671
2024-04-06,silver,200000,2024-04-05,2024-04-05,37060.6915,5.396553382879375,116177.094,626956,426956,2.1347794495386676
2024-04-06,equity,350000,2024-04-05,2024-04-05,684557.9177,0.5112788720427272,1129112.5774,577291,227291,0.6494040142332982
2024-05-06,cash,550000,,,,,,584158,34158,0.06210522561950027
2024-05-06,gold,400000,2024-05-06,2024-05-06,3154613.4287,0.12679842048517131,6776119.35,859201,459201,1.1480030764975142
2024-05-06,silver,200000,2024-05-06,2024-05-06,37189.2702,5.377895264005325,116177.094,624788,424788,2.1239412193825498
2024-05-06,equity,350000,2024-05-06,2024-05-06,685243.7197,0.5107671766430211,1129112.5774,576714,226714,0.6477532664858547
2024-06-06,cash,550000,,,,,,582406,32406,0.05891967681330623
2024-06-06,gold,400000,2024-06-06,2024-06-06,3236526.2017,0.12358929762203494,6776119.35,837456,437456,1.09363957767395
2024-06-06,silver,200000,2024-06-06,2024-06-06,42666.2158,4.6875495346759415,116177.094,544586,344586,1.7229294157665405
2024-06-06,equity,350000,2024-06-06,2024-06-06,712706.395,0.4910858138145379,1129112.5774,554491,204491,0.5842604827430342
2024-07-06,cash,550000,,,,,,580720,30720,0.055854364037388304
2024-07-06,gold,350000,2024-07-05,2024-07-05,3295819.495,0.1061951361508043,6776119.35,719591,369591,1.0559740484209983
2024-07-06,silver,200000,2024-07-05,2024-07-05,43311.3602,4.617726132833023,116177.094,536474,336474,1.6823700161526194
2024-07-06,equity,400000,2024-07-05,2024-07-05,749558.2866,0.533647625747863,1129112.5774,602548,202548,0.5063706153271414
2024-08-06,cash,550000,,,,,,579010,29010,0.05274493161600713
2024-08-06,gold,350000,2024-08-06,2024-08-06,3290746.4745,0.10635884675738595,6776119.35,720700,370700,1.0591435415897363
2024-08-06,silver,200000,2024-08-06,2024-08-06,37322.0313,5.358765128822818,116177.094,622566,422566,2.112828801811129
2024-08-06,equity,400000,2024-08-06,2024-08-06,704387.135,0.5678695424010667,1129112.5774,641189,241189,0.6029716066166957
2024-09-06,cash,500000,,,,,,524835,24835,0.04967076913197488
2024-09-06,gold,350000,2024-09-06,2024-09-06,3330518.08,0.1050887554407151,6776119.35,712094,362094,1.0345541405978493
2024-09-06,silver,150000,2024-09-06,2024-09-06,37142.5902,4.038490563424955,116177.094,469180,319180,2.1278673200426197
2024-09-06,equity,500000,2024-09-06,2024-09-06,706873.2588,0.70734038069132,1129112.5774,798667,298667,0.597333840681082
2024-10-06,cash,500000,,,,,,523351,23351,0.04670285036257171
2024-10-06,gold,350000,2024-10-04,2024-10-04,3568496.3579,0.09808052605390383,6776119.35,664605,314605,0.8988724298629625
2024-10-06,silver,200000,2024-10-04,2024-10-04,43332.3165,4.615492919983963,116177.094,536215,336215,1.6810727752566268
2024-10-06,equity,450000,2024-10-04,2024-10-04,759195.6535,0.5927325820762812,1129112.5774,669262,219262,0.48724847434738994
2024-11-06,cash,550000,,,,,,574041,24041,0.04371044722115358
2024-11-06,gold,350000,2024-11-06,2024-11-06,3734586.7847,0.09371853438573696,6776119.35,635048,285048,0.8144227837280928
2024-11-06,silver,200000,2024-11-06,2024-11-06,43708.7765,4.5757400669592005,116177.094,531596,331596,1.6579809205335914
2024-11-06,equity,400000,2024-11-06,2024-11-06,812876.8883,0.49207943510924534,1129112.5774,555613,155613,0.3890326981527181
2024-12-06,cash,550000,,,,,,572462,22462,0.04083931006210051
2024-12-06,gold,400000,2024-12-06,2024-12-06,3753144.7789,0.10657729012963067,6776119.35,722180,322180,0.8054510947948861
2024-12-06,silver,150000,2024-12-06,2024-12-06,44358.9676,3.381503407545703,116177.094,392853,242853,1.6190215960551688
2024-12-06,equity,400000,2024-12-06,2024-12-06,849328.4618,0.47096031509946656,1129112.5774,531767,131767,0.3294180380861347
2025-01-06,cash,550000,,,,,,570885,20885,0.037973216069770555
2025-01-06,gold,400000,2025-01-06,2025-01-06,3851905.5534,0.103844706068675,6776119.35,703664,303664,0.7591603054675276
2025-01-06,silver,200000,2025-01-06,2025-01-06,44297.4981,4.5149276727499235,116177.094,524531,324531,1.622655884326357
2025-01-06,equity,350000,2025-01-06,2025-01-06,856761.3871,0.4085151423459146,1129112.5774,461260,111260,0.31788452937309963
2025-02-06,cash,550000,,,,,,569442,19442,0.035348930631945
2025-02-06,gold,350000,2025-02-06,2025-02-06,4132774.8,0.08468886327897664,6776119.35,573862,223862,0.6396052719833658
2025-02-06,silver,200000,2025-02-06,2025-02-06,47055.1742,4.250329609941934,116177.094,493791,293791,1.468954714185117
2025-02-06,equity,400000,2025-02-06,2025-02-06,864829.9978,0.46251864648411856,1129112.5774,522236,122236,0.30558905256658186
2025-03-06,cash,500000,,,,,,516529,16529,0.03305751782760047
2025-03-06,gold,350000,2025-03-06,2025-03-06,4221311.9853,0.08291261134342828,6776119.35,561826,211826,0.6052164288092394
2025-03-06,silver,200000,2025-03-06,2025-03-06,47853.402,4.179431169931498,116177.094,485554,285554,1.4277708405197225
2025-03-06,equity,450000,2025-03-06,2025-03-06,817053.7301,0.5507593728488945,1129112.5774,621869,171869,0.38193185556421505
2025-04-06,cash,550000,,,,,,566839,16839,0.030617108374694224
2025-04-06,gold,350000,2025-04-04,2025-04-04,4390773.12,0.07971261334495916,6776119.35,540142,190142,0.5432633763595598
2025-04-06,silver,150000,2025-04-04,2025-04-04,42444.139,3.5340568437404514,116177.094,410576,260576,1.7371763620846545
2025-04-06,equity,450000,2025-04-04,2025-04-04,728228.8838,0.6179375880376053,1129112.5774,697721,247721,0.5504913393348116
2025-05-06,cash,550000,,,,,,565587,15587,0.028339473614492627
2025-05-06,gold,300000,2025-05-06,2025-05-06,4698009.3755,0.06385683297348908,6776119.35,432702,132702,0.44233840513792466
2025-05-06,silver,150000,2025-05-06,2025-05-06,45601.5665,3.2893606830520903,116177.094,382148,232148,1.547655769591819
2025-05-06,equity,500000,2025-05-06,2025-05-06,760829.5653,0.6571774058595161,1129112.5774,742027,242027,0.4840545490764354
2025-06-06,cash,550000,,,,,,564330,14330,0.026054395642254313
2025-06-06,gold,350000,2025-06-06,2025-06-06,4519802.2896,0.07743701550992345,6776119.35,524722,174722,0.4992070262944066
